erro, temperatura atual, integral
0.11, 303.04, 164.52
0.11, 303.04, 164.53
0.11, 303.04, 164.54
0.11, 303.04, 164.55
0.11, 303.04, 164.56
0.11, 303.04, 164.57
0.11, 303.04, 164.58
0.2, 302.95, 164.6
0.11, 303.04, 164.61
0.11, 303.04, 164.63
0.11, 303.04, 164.64
0.11, 303.04, 164.65
0.11, 303.04, 164.66
0.11, 303.04, 164.67
0.11, 303.04, 164.68
0.11, 303.04, 164.69
0.11, 303.04, 164.7
0.11, 303.04, 164.71
0.11, 303.04, 164.72
0.01, 303.14, 164.73
0.01, 303.14, 164.73
0.01, 303.14, 164.73
