erro, temperatura atual, integral
2.07, 299.08, 287.74
2.07, 299.08, 287.95
2.07, 299.08, 288.16
2.07, 299.08, 288.37
2.07, 299.08, 288.58
2.07, 299.08, 288.79
2.07, 299.08, 289.0
2.07, 299.08, 289.21
2.07, 299.08, 289.42
1.98, 299.17, 289.63
1.98, 299.17, 289.83
1.98, 299.17, 290.03
2.07, 299.08, 290.24
2.07, 299.08, 290.45
2.07, 299.08, 290.66
2.07, 299.08, 290.87
2.16, 298.99, 291.08
2.07, 299.08, 291.3
1.98, 299.17, 291.5
1.98, 299.17, 291.71
1.98, 299.17, 291.91
2.07, 299.08, 292.11
1.98, 299.17, 292.32
2.07, 299.08, 292.52
2.07, 299.08, 292.74
2.07, 299.08, 292.95
2.07, 299.08, 293.16
1.98, 299.17, 293.36
1.98, 299.17, 293.56
1.98, 299.17, 293.76
1.98, 299.17, 293.97
1.98, 299.17, 294.17
2.07, 299.08, 294.37
1.98, 299.17, 294.58
1.98, 299.17, 294.78
1.98, 299.17, 294.98
1.98, 299.17, 295.18
1.98, 299.17, 295.39
1.9, 299.25, 295.58
1.9, 299.25, 295.77
1.98, 299.17, 295.97
1.98, 299.17, 296.17
1.9, 299.25, 296.37
1.98, 299.17, 296.57
1.98, 299.17, 296.77
1.9, 299.25, 296.97
1.9, 299.25, 297.16
1.9, 299.25, 297.35
1.9, 299.25, 297.54
1.9, 299.25, 297.73
1.9, 299.25, 297.93
1.9, 299.25, 298.12
1.9, 299.25, 298.31
1.9, 299.25, 298.51
1.98, 299.17, 298.7
1.9, 299.25, 298.9
1.9, 299.25, 299.09
1.9, 299.25, 299.28
1.9, 299.25, 299.48
1.9, 299.25, 299.67
1.9, 299.25, 299.86
1.9, 299.25, 300.05
1.9, 299.25, 300.25
1.9, 299.25, 300.44
1.9, 299.25, 300.63
1.9, 299.25, 300.82
1.9, 299.25, 301.02
1.9, 299.25, 301.21
1.81, 299.34, 301.4
1.9, 299.25, 301.59
1.9, 299.25, 301.78
1.9, 299.25, 301.97
1.9, 299.25, 302.16
1.9, 299.25, 302.35
1.9, 299.25, 302.55
