erro, temperatura atual, integral
1.63, 299.52, 211.49
1.63, 299.52, 211.66
1.72, 299.43, 211.83
1.72, 299.43, 212.0
1.72, 299.43, 212.18
1.72, 299.43, 212.35
1.72, 299.43, 212.52
1.72, 299.43, 212.7
1.63, 299.52, 212.87
1.63, 299.52, 213.03
1.63, 299.52, 213.2
1.63, 299.52, 213.36
1.63, 299.52, 213.53
1.63, 299.52, 213.7
1.63, 299.52, 213.86
1.63, 299.52, 214.03
1.63, 299.52, 214.19
1.63, 299.52, 214.36
1.63, 299.52, 214.52
1.63, 299.52, 214.69
1.63, 299.52, 214.85
1.63, 299.52, 215.02
1.63, 299.52, 215.18
1.63, 299.52, 215.35
1.63, 299.52, 215.51
1.63, 299.52, 215.68
1.63, 299.52, 215.85
1.63, 299.52, 216.01
1.63, 299.52, 216.18
1.63, 299.52, 216.34
1.63, 299.52, 216.51
1.63, 299.52, 216.67
1.63, 299.52, 216.84
1.63, 299.52, 217.01
1.63, 299.52, 217.17
1.63, 299.52, 217.33
1.63, 299.52, 217.5
1.63, 299.52, 217.67
1.63, 299.52, 217.83
1.54, 299.61, 217.99
1.54, 299.61, 218.15
1.54, 299.61, 218.31
1.63, 299.52, 218.47
1.63, 299.52, 218.63
1.63, 299.52, 218.8
1.54, 299.61, 218.96
1.63, 299.52, 219.12
1.54, 299.61, 219.28
1.54, 299.61, 219.44
1.54, 299.61, 219.59
1.54, 299.61, 219.75
1.54, 299.61, 219.91
1.54, 299.61, 220.06
1.54, 299.61, 220.22
1.54, 299.61, 220.38
1.63, 299.52, 220.54
1.54, 299.61, 220.7
1.54, 299.61, 220.85
1.54, 299.61, 221.01
1.54, 299.61, 221.16
1.54, 299.61, 221.32
1.54, 299.61, 221.48
1.54, 299.61, 221.63
1.54, 299.61, 221.79
1.54, 299.61, 221.95
1.54, 299.61, 222.1
1.54, 299.61, 222.26
1.54, 299.61, 222.42
1.54, 299.61, 222.57
1.54, 299.61, 222.73
1.54, 299.61, 222.89
1.54, 299.61, 223.04
1.54, 299.61, 223.2
1.54, 299.61, 223.35
1.54, 299.61, 223.51
1.54, 299.61, 223.67
1.54, 299.61, 223.82
1.54, 299.61, 223.98
1.45, 299.7, 224.13
1.45, 299.7, 224.28
1.45, 299.7, 224.43
1.45, 299.7, 224.57
1.45, 299.7, 224.72
1.54, 299.61, 224.87
1.54, 299.61, 225.03
1.45, 299.7, 225.18
1.45, 299.7, 225.33
1.45, 299.7, 225.47
1.45, 299.7, 225.62
1.45, 299.7, 225.77
1.45, 299.7, 225.92
1.45, 299.7, 226.07
1.45, 299.7, 226.21
1.54, 299.61, 226.36
1.45, 299.7, 226.52
1.45, 299.7, 226.66
1.45, 299.7, 226.81
1.45, 299.7, 226.96
1.45, 299.7, 227.11
1.45, 299.7, 227.25
1.45, 299.7, 227.4
1.45, 299.7, 227.55
1.45, 299.7, 227.69
1.45, 299.7, 227.84
1.45, 299.7, 227.99
1.45, 299.7, 228.14
1.45, 299.7, 228.29
1.45, 299.7, 228.43
1.45, 299.7, 228.58
1.45, 299.7, 228.73
1.45, 299.7, 228.87
1.45, 299.7, 229.02
1.45, 299.7, 229.17
1.45, 299.7, 229.32
1.45, 299.7, 229.46
1.45, 299.7, 229.61
1.45, 299.7, 229.76
1.36, 299.79, 229.9
1.45, 299.7, 230.04
1.45, 299.7, 230.19
1.45, 299.7, 230.34
1.36, 299.79, 230.48
1.45, 299.7, 230.62
1.45, 299.7, 230.77
1.45, 299.7, 230.92
1.36, 299.79, 231.06
1.36, 299.79, 231.2
1.36, 299.79, 231.34
1.36, 299.79, 231.48
1.36, 299.79, 231.61
1.36, 299.79, 231.75
1.45, 299.7, 231.9
1.36, 299.79, 232.04
1.45, 299.7, 232.18
1.36, 299.79, 232.32
1.36, 299.79, 232.46
1.36, 299.79, 232.6
1.36, 299.79, 232.74
1.36, 299.79, 232.88
1.36, 299.79, 233.02
1.36, 299.79, 233.15
1.36, 299.79, 233.29
1.36, 299.79, 233.43
1.36, 299.79, 233.57
1.36, 299.79, 233.71
1.36, 299.79, 233.84
